Date,Open,High,Low,AdjClose,Volume
11/1/2023,40.8688,42.3653,40.8538,42.3093,437755442
11/2/2023,43.3119,43.8676,42.878,43.4899,409323855
11/3/2023,44.0036,45.2922,43.7068,44.9883,424767310
11/6/2023,45.2677,45.9179,44.8824,45.734,400882201
11/7/2023,45.7021,46.2007,45.1407,45.9379,343292937
11/8/2023,46.0828,46.8497,45.9509,46.5567,346847727
11/9/2023,47.4493,48.2121,46.7327,46.9326,540696735
11/10/2023,47.4823,48.454,47.2655,48.3171,422598474
11/13/2023,48.3021,49.0978,48.0812,48.6019,384278386
11/14/2023,49.6616,49.8155,49.0218,49.6376,417108746
11/15/2023,49.9165,49.9415,48.1821,48.8698,475673972
11/16/2023,48.6608,49.5063,48.3121,49.4617,339882441
11/17/2023,49.5056,49.6985,48.9888,49.2798,326017963
11/20/2023,49.2938,50.5293,49.1628,50.3903,416297175
11/21/2023,50.1073,50.4983,49.2038,49.9255,565957015
11/22/2023,49.8335,50.3162,47.6723,48.6978,900976871
11/24/2023,48.452,48.9028,47.7273,47.7583,294754085
11/27/2023,47.7823,48.5119,47.6343,48.2241,395808867
11/28/2023,48.2181,48.305,47.4553,47.8033,401639982
11/29/2023,48.361,48.7438,47.8423,48.1221,382146544
11/30/2023,48.0062,48.0922,46.4047,46.7527,526442102
12/1/2023,46.5077,47.1825,46.1698,46.7477,369454191
12/4/2023,46.0599,46.0599,44.9933,45.4932,437705964
12/5/2023,45.4532,46.5868,45.2582,46.5528,371823010
12/6/2023,47.2011,47.3735,45.3992,45.4902,380697455
